,hsname,devi
0,高松第一高等学校,70.0
1,薬園台高等学校,70.0
2,中央大学高等学校,70.0
3,立川高等学校,70.0
4,宇都宮女子高等学校,70.0
5,長野高等学校,70.0
6,兵庫高等学校,70.0
7,広尾学園高等学校,70.0
8,明善高等学校,70.0
9,明善高等学校,70.0
10,東筑高等学校,70.0
11,安積高等学校,70.0
12,法政大学第二高等学校,70.0
13,星野高等学校,70.0
14,札幌西高等学校,70.0
15,宮崎大宮高等学校,70.0
16,桃山学院高等学校,70.0
17,山形東高等学校,70.0
18,山口高等学校,70.0
19,山手学院高等学校,70.0
0,立命館高等学校,70.0
1,瑞陵高等学校,70.0
2,西武学園文理高等学校,69.0
3,八王子高等学校,69.0
4,弘前高等学校,69.0
5,小松高等学校,69.0
6,盛岡第一高等学校,69.0
7,宇都宮短期大学附属高等学校,69.0
8,松山東高等学校,69.0
9,大阪教育大学附属高等学校平野校舎,69.0
10,岸和田高等学校,69.0
11,大宮開成高等学校,69.0
12,丸亀高等学校,69.0
13,学習院高等科,69.0
14,川和高等学校,69.0
15,多摩高等学校,69.0
16,関西大倉高等学校,69.0
17,大垣北高等学校,69.0
18,多治見北高等学校,69.0
19,京都教育大学附属高等学校,69.0
0,幸福の科学学園高等学校,69.0
1,川越女子高等学校,69.0
2,佐賀西高等学校,69.0
3,作新学院高等学校,69.0
4,佐野日本大学高等学校,69.0
5,狭山ヶ丘高等学校,69.0
6,磐田南高等学校,69.0
7,松江北高等学校,69.0
8,淑徳高等学校,69.0
9,淑徳与野高等学校,69.0
10,樹徳高等学校,69.0
11,如水館高等学校,69.0
12,専修大学松戸高等学校,69.0
13,筑陽学園高等学校,69.0
14,木更津高等学校,69.0
15,長生高等学校,69.0
16,千葉市立千葉高等学校,69.0
17,千葉市立千葉高等学校,69.0
18,中央大学杉並高等学校,69.0
19,中央大学附属高等学校,69.0
0,筑紫女学園高等学校,69.0
1,桐蔭学園高等学校,69.0
2,小山台高等学校,69.0
3,新宿高等学校,69.0
4,桐光学園高等学校,69.0
5,桐光学園高等学校,69.0
6,同志社国際高等学校,69.0
7,土佐高等学校,69.0
8,米子東高等学校,69.0
9,富山高等学校,69.0
10,富山中部高等学校,69.0
11,長崎北陽台高等学校,69.0
12,松本深志高等学校,69.0
13,名古屋市立向陽高等学校,69.0
14,畝傍高等学校,69.0
15,新潟南高等学校,69.0
16,日本大学習志野高等学校,69.0
17,明石北高等学校,69.0
18,小野高等学校,69.0
19,姫路西高等学校,69.0
0,広島市立基町高等学校,69.0
1,小倉高等学校,69.0
2,春日高等学校,69.0
3,城南高等学校,69.0
4,法政大学国際高等学校,69.0
5,真和高等学校,69.0
6,四日市高等学校,69.0
7,仙台第一高等学校,69.0
8,明治大学付属中野高等学校,69.0
9,明誠学院高等学校,69.0
10,山形南高等学校,69.0
11,横浜市立横浜サイエンスフロンティア高等学校,69.0
12,立命館高等学校,69.0
13,立命館慶祥高等学校,69.0
14,桐蔭高等学校,69.0
15,早稲田佐賀高等学校,69.0
16,岡山朝日高等学校,69.0
17,明石工業高等専門学校,69.0
18,明石工業高等専門学校,69.0
19,筑紫女学園高等学校,69.0
0,京都女子高等学校,69.0
1,瑞陵高等学校,68.0
2,千種高等学校,68.0
3,半田高等学校,68.0
4,池田高等学校,68.0
5,小松高等学校,68.0
6,竜ヶ崎第一高等学校,68.0
7,AICJ高等学校,68.0
8,追手門学院高等学校,68.0
9,大分舞鶴高等学校,68.0
10,大阪国際高等学校,68.0
11,春日丘高等学校,68.0
12,千里高等学校,68.0
13,千里高等学校,68.0
14,岡山高等学校,68.0
15,岡山城東高等学校,68.0
16,開智高等学校,68.0
17,大手前高松高等学校,68.0
18,相模原高等学校,68.0
19,鎌倉学園高等学校,68.0
0,関西創価高等学校,68.0
1,関西大学第一高等学校,68.0
2,岐阜北高等学校,68.0
3,九州国際大学付属高等学校,68.0
4,京都共栄学園高等学校,68.0
5,京都女子高等学校,68.0
6,南陽高等学校,68.0
7,福知山高等学校,68.0
8,近畿大学附属高等学校,68.0
9,第二高等学校,68.0
10,第二高等学校,68.0
11,太田高等学校,68.0
12,高崎女子高等学校,68.0
13,前橋女子高等学校,68.0
14,敬愛高等学校,68.0
15,国府台女子学院高等部,68.0
16,國學院大學栃木高等学校,68.0
17,越谷北高等学校,68.0
18,所沢北高等学校,68.0
19,不動岡高等学校,68.0
0,蕨高等学校,68.0
1,札幌第一高等学校,68.0
2,石山高等学校,68.0
3,彦根東高等学校,68.0
4,守山高等学校,68.0
5,韮山高等学校,68.0
6,富士高等学校,68.0
7,自由ケ丘高等学校,68.0
8,常総学院高等学校,68.0
9,城北埼玉高等学校,68.0
10,成蹊高等学校,68.0
11,清風高等学校,68.0
12,拓殖大学第一高等学校,68.0
13,柏高等学校,68.0
14,帝京大学高等学校,68.0
15,都立国際高等学校,68.0
16,国分寺高等学校,68.0
17,駒場高等学校,68.0
18,徳島北高等学校,68.0
19,徳島文理高等学校,68.0
0,高岡高等学校,68.0
1,高岡高等学校,68.0
2,富山高等学校,68.0
3,長崎西高等学校,68.0
4,屋代高等学校,68.0
5,名古屋市立菊里高等学校,68.0
6,郡山高等学校,68.0
7,西宮市立西宮高等学校,68.0
8,西宮市立西宮東高等学校,68.0
9,日本大学鶴ヶ丘高等学校,68.0
10,函館ラ・サール高等学校,68.0
11,比叡山高等学校,68.0
12,東山高等学校,68.0
13,加古川東高等学校,68.0
14,弘学館高等学校,68.0
15,嘉穂高等学校,68.0
16,城南高等学校,68.0
17,磐城高等学校,68.0
18,法政大学高等学校,68.0
19,釧路湖陵高等学校,68.0
0,札幌東高等学校,68.0
1,津西高等学校,68.0
2,仙台第三高等学校,68.0
3,仙台二華高等学校,68.0
4,宮城第一高等学校,68.0
5,宮城第一高等学校,68.0
6,明治大学付属中野八王子高等学校,68.0
7,山形西高等学校,68.0
8,米沢興譲館高等学校,68.0
9,宇部高等学校,68.0
10,下関西高等学校,68.0
11,下関西高等学校,68.0
12,山口高等学校,68.0
13,甲府第一高等学校,68.0
14,麗澤高等学校,68.0
15,徳山工業高等専門学校,68.0
16,徳山工業高等専門学校,68.0
17,徳山工業高等専門学校,68.0
18,久留米工業高等専門学校,68.0
19,久留米工業高等専門学校,68.0
0,久留米工業高等専門学校,68.0
1,久留米工業高等専門学校,68.0
2,久留米工業高等専門学校,68.0
3,開智未来高等学校,68.0
4,八千代松陰高等学校,68.0
5,朋優学院高等学校,68.0
6,日本大学高等学校,68.0
7,幸福の科学学園関西高等学校,68.0
8,西武学園文理高等学校,67.0
9,八王子高等学校,67.0
10,一宮西高等学校,67.0
11,豊田西高等学校,67.0
12,秋田南高等学校,67.0
13,金沢二水高等学校,67.0
14,緑岡高等学校,67.0
15,江戸川女子高等学校,67.0
16,大阪女学院高等学校,67.0
17,大阪女学院高等学校,67.0
18,泉陽高等学校,67.0
19,大谷高等学校,67.0
0,大宮開成高等学校,67.0
1,開邦高等学校,67.0
2,沖縄尚学高等学校,67.0
3,開明高等学校,67.0
4,鹿児島中央高等学校,67.0
5,鹿児島純心女子高等学校,67.0
6,希望ケ丘高等学校,67.0
7,光陵高等学校,67.0
8,平塚江南高等学校,67.0
9,横須賀高等学校,67.0
10,川越東高等学校,67.0
11,関西大学高等部,67.0
12,加納高等学校,67.0
13,京都成章高等学校,67.0
14,近畿大学附属広島高等学校 東広島校,67.0
15,浦和西高等学校,67.0
16,熊谷高等学校,67.0
17,越谷北高等学校,67.0
18,所沢北高等学校,67.0
19,志學館高等部,67.0
0,沼津東高等学校,67.0
1,浜松北高等学校,67.0
2,十文字高等学校,67.0
3,淑徳与野高等学校,67.0
4,昌平高等学校,67.0
5,城北埼玉高等学校,67.0
6,聖ウルスラ学院英智高等学校,67.0
7,星稜高等学校,67.0
8,筑陽学園高等学校,67.0
9,木更津高等学校,67.0
10,小金高等学校,67.0
11,船橋東高等学校,67.0
12,八千代高等学校,67.0
13,千葉市立稲毛高等学校,67.0
14,中央大学附属横浜高等学校,67.0
15,帝塚山高等学校,67.0
16,帝塚山学院泉ヶ丘高等学校,67.0
17,竹早高等学校,67.0
18,三田高等学校,67.0
19,武蔵野北高等学校,67.0
0,東京農業大学第二高等学校,67.0
1,桐朋女子高等学校,67.0
2,東洋高等学校,67.0
3,土佐塾高等学校,67.0
4,宇都宮東高等学校,67.0
5,栃木高等学校,67.0
6,獨協埼玉高等学校,67.0
7,朋優学院高等学校,67.0
8,伊那北高等学校,67.0
9,名古屋高等学校,67.0
10,成田高等学校,67.0
11,長岡高等学校,67.0
12,日本大学高等学校,67.0
13,日本大学第二高等学校,67.0
14,初芝富田林高等学校,67.0
15,花園高等学校,67.0
16,御影高等学校,67.0
17,姫路東高等学校,67.0
18,広島高等学校,67.0
19,高志高等学校,67.0
0,香住丘高等学校,67.0
1,安積黎明高等学校,67.0
2,細田学園高等学校,67.0
3,札幌旭丘高等学校,67.0
4,本庄東高等学校,67.0
5,伊勢高等学校,67.0
6,桑名高等学校,67.0
7,津高等学校,67.0
8,四日市南高等学校,67.0
9,水城高等学校,67.0
10,仙台第三高等学校,67.0
11,茗溪学園高等学校,67.0
12,明治学院高等学校,67.0
13,名城大学附属高等学校,67.0
14,名城大学附属高等学校,67.0
15,盛岡中央高等学校,67.0
16,八千代松陰高等学校,67.0
17,山形南高等学校,67.0
18,岩国高等学校,67.0
19,宇部高等学校,67.0
0,甲府東高等学校,67.0
1,吉田高等学校,67.0
2,立命館宇治高等学校,67.0
3,立命館宇治高等学校,67.0
4,立命館宇治高等学校,67.0
5,群馬工業高等専門学校,67.0
6,群馬工業高等専門学校,67.0
7,群馬工業高等専門学校,67.0
8,群馬工業高等専門学校,67.0
9,群馬工業高等専門学校,67.0
10,明石工業高等専門学校,67.0
11,明石工業高等専門学校,67.0
12,奈良工業高等専門学校,67.0
13,奈良工業高等専門学校,67.0
14,奈良工業高等専門学校,67.0
15,奈良工業高等専門学校,67.0
16,奈良工業高等専門学校,67.0
17,熊本高等専門学校熊本キャンパス,67.0
18,熊本高等専門学校熊本キャンパス,67.0
19,熊本高等専門学校熊本キャンパス,67.0
0,大分工業高等専門学校,67.0
1,大分工業高等専門学校,67.0
2,大分工業高等専門学校,67.0
3,大分工業高等専門学校,67.0
4,開智高等学校,67.0
5,十文字高等学校,67.0
6,鶯谷高等学校,67.0
7,岡崎北高等学校,67.0
8,白梅学園高等学校,66.0
9,暁高等学校,66.0
10,七尾高等学校,66.0
11,土浦第二高等学校,66.0
12,日立第一高等学校,66.0
13,江戸川女子高等学校,66.0
14,今治西高等学校,66.0
15,松山南高等学校,66.0
16,松山南高等学校,66.0
17,桜美林高等学校,66.0
18,桜美林高等学校,66.0
19,大阪青凌高等学校,66.0
0,和泉高等学校,66.0
1,寝屋川高等学校,66.0
2,箕面高等学校,66.0
3,大宮開成高等学校,66.0
4,春日部共栄高等学校,66.0
5,小田原高等学校,66.0
6,神奈川総合高等学校,66.0
7,神奈川総合高等学校,66.0
8,鎌倉高等学校,66.0
9,大和高等学校,66.0
10,横浜平沼高等学校,66.0
11,恵那高等学校,66.0
12,関高等学校,66.0
13,九州産業大学付属九州高等学校,66.0
14,京都市立堀川高等学校,66.0
15,京都市立紫野高等学校,66.0
16,京都橘高等学校,66.0
17,近畿大学附属高等学校,66.0
18,錦城高等学校,66.0
19,熊本学園大学付属高等学校,66.0
0,光泉カトリック高等学校,66.0
1,駒込高等学校,66.0
2,川口北高等学校,66.0
3,蕨高等学校,66.0
4,佐久長聖高等学校,66.0
5,磐田南高等学校,66.0
6,掛川西高等学校,66.0
7,清水東高等学校,66.0
8,韮山高等学校,66.0
9,藤枝東高等学校,66.0
10,出雲高等学校,66.0
11,尚志館高等学校,66.0
12,常翔学園高等学校,66.0
13,須磨学園高等学校,66.0
14,柏高等学校,66.0
15,長生高等学校,66.0
16,千葉市立稲毛高等学校,66.0
17,中京大学附属中京高等学校,66.0
18,桐蔭学園高等学校,66.0
19,東京芸術大学音楽学部附属音楽高等学校,66.0
0,東京都市大学等々力高等学校,66.0
1,小松川高等学校,66.0
2,町田高等学校,66.0
3,同志社香里高等学校,66.0
4,石橋高等学校,66.0
5,米子東高等学校,66.0
6,砺波高等学校,66.0
7,長崎北陽台高等学校,66.0
8,屋代高等学校,66.0
9,長野日本大学高等学校,66.0
10,浪速高等学校,66.0
11,成田高等学校,66.0
12,高田高等学校,66.0
13,新潟南高等学校,66.0
14,西宮市立西宮東高等学校,66.0
15,日本大学山形高等学校,66.0
16,日本女子大学附属高等学校,66.0
17,日本大学第三高等学校,66.0
18,浜松市立高等学校,66.0
19,日出学園高等学校,66.0
0,龍野高等学校,66.0
1,武生高等学校,66.0
2,武生高等学校,66.0
3,香住丘高等学校,66.0
4,会津高等学校,66.0
5,橘高等学校,66.0
6,武南高等学校,66.0
7,星野高等学校,66.0
8,旭川東高等学校,66.0
9,帯広柏葉高等学校,66.0
10,札幌国際情報高等学校,66.0
11,室蘭栄高等学校,66.0
12,上野高等学校,66.0
13,仙台向山高等学校,66.0
14,都城泉ヶ丘高等学校,66.0
15,酒田東高等学校,66.0
16,米沢興譲館高等学校,66.0
17,山手学院高等学校,66.0
18,向陽高等学校,66.0
19,浜松西高等学校,66.0
0,石川工業高等専門学校,66.0
1,石川工業高等専門学校,66.0
2,石川工業高等専門学校,66.0
3,石川工業高等専門学校,66.0
4,石川工業高等専門学校,66.0
5,岐阜工業高等専門学校,66.0
6,岐阜工業高等専門学校,66.0
7,岐阜工業高等専門学校,66.0
8,岐阜工業高等専門学校,66.0
9,岐阜工業高等専門学校,66.0
10,鈴鹿工業高等専門学校,66.0
11,鈴鹿工業高等専門学校,66.0
12,鈴鹿工業高等専門学校,66.0
13,鈴鹿工業高等専門学校,66.0
14,鈴鹿工業高等専門学校,66.0
15,北九州工業高等専門学校,66.0
16,佐世保工業高等専門学校,66.0
17,佐世保工業高等専門学校,66.0
18,佐世保工業高等専門学校,66.0
19,佐世保工業高等専門学校,66.0
0,鹿児島工業高等専門学校,66.0
1,鹿児島工業高等専門学校,66.0
2,鹿児島工業高等専門学校,66.0
3,鹿児島工業高等専門学校,66.0
4,鹿児島工業高等専門学校,66.0
5,東京農業大学第二高等学校,66.0
6,昌平高等学校,66.0
7,長野日本大学高等学校,66.0
8,愛知高等学校,66.0
9,大阪国際高等学校,66.0
10,箕面自由学園高等学校,66.0
11,履正社高等学校,66.0
12,静岡サレジオ高等学校,65.0
13,静岡サレジオ高等学校,65.0
14,愛知高等学校,65.0
15,岡崎北高等学校,65.0
16,西春高等学校,65.0
17,愛知工業大学名電高等学校,65.0
18,愛知工業大学名電高等学校,65.0
19,足立学園高等学校,65.0
0,金沢桜丘高等学校,65.0
1,水戸第二高等学校,65.0
2,上宮高等学校,65.0
3,追手門学院高等学校,65.0
4,大分東明高等学校,65.0
5,大阪桐蔭高等学校,65.0
6,住吉高等学校,65.0
7,岡山学芸館高等学校,65.0
8,岡山城東高等学校,65.0
9,岡山操山高等学校,65.0
10,岡山芳泉高等学校,65.0
11,倉敷青陵高等学校,65.0
12,三木高等学校,65.0
13,鹿児島高等学校,65.0
14,横浜国際高等学校,65.0
15,横浜国際高等学校,65.0
16,関西大学北陽高等学校,65.0
17,関西学院高等部,65.0
18,大垣東高等学校,65.0
19,城南菱創高等学校,65.0
0,山城高等学校,65.0
1,清教学園高等学校,65.0
2,桐生高等学校,65.0
3,京華高等学校,65.0
4,佼成学園高等学校,65.0
5,高知学芸高等学校,65.0
6,高知追手前高等学校,65.0
7,金光八尾高等学校,65.0
8,熊谷女子高等学校,65.0
9,越ヶ谷高等学校,65.0
10,松山高等学校,65.0
11,埼玉栄高等学校,65.0
12,札幌第一高等学校,65.0
13,山村学園高等学校,65.0
14,浜松南高等学校,65.0
15,淑徳巣鴨高等学校,65.0
16,尚絅学院高等学校,65.0
17,城西大学付属川越高等学校,65.0
18,滝川高等学校,65.0
19,滝川第二高等学校,65.0
0,桐蔭学園高等学校,65.0
1,東京成徳大学高等学校,65.0
2,小金井北高等学校,65.0
3,魚津高等学校,65.0
4,富山東高等学校,65.0
5,飯田高等学校,65.0
6,上田高等学校,65.0
7,野沢北高等学校,65.0
8,中村学園女子高等学校,65.0
9,名古屋市立桜台高等学校,65.0
10,初芝立命館高等学校,65.0
11,雲雀丘学園高等学校,65.0
12,星陵高等学校,65.0
13,広島市立舟入高等学校,65.0
14,広島新庄高等学校,65.0
15,筑紫高等学校,65.0
16,八幡高等学校,65.0
17,白河高等学校,65.0
18,文化学園大学杉並高等学校,65.0
19,北杜市立甲陵高等学校,65.0
0,星野高等学校,65.0
1,松阪高等学校,65.0
2,美濃加茂高等学校,65.0
3,仙台向山高等学校,65.0
4,明治学院東村山高等学校,65.0
5,安田学園高等学校,65.0
6,徳山高等学校,65.0
7,立命館慶祥高等学校,65.0
8,明星高等学校,65.0
9,長野工業高等専門学校,65.0
10,沼津工業高等専門学校,65.0
11,沼津工業高等専門学校,65.0
12,沼津工業高等専門学校,65.0
13,沼津工業高等専門学校,65.0
14,沼津工業高等専門学校,65.0
15,神戸市立工業高等専門学校,65.0
16,神戸市立工業高等専門学校,65.0
17,神戸市立工業高等専門学校,65.0
18,和歌山工業高等専門学校,65.0
19,和歌山工業高等専門学校,65.0
0,和歌山工業高等専門学校,65.0
1,和歌山工業高等専門学校,65.0
2,開智未来高等学校,65.0
3,中京大学附属中京高等学校,65.0
4,佼成学園高等学校,65.0
5,早稲田摂陵高等学校,65.0
6,八王子高等学校,64.0
7,旭野高等学校,64.0
8,五条高等学校,64.0
9,千種高等学校,64.0
10,西尾高等学校,64.0
11,八戸北高等学校,64.0
12,暁高等学校,64.0
13,旭川実業高等学校,64.0
14,育英西高等学校,64.0
15,市原中央高等学校,64.0
16,牛久栄進高等学校,64.0
17,盛岡第三高等学校,64.0
18,鶯谷高等学校,64.0
19,江戸川女子高等学校,64.0
0,大分高等学校,64.0
1,中津南高等学校,64.0
2,大阪学芸高等学校,64.0
3,鳳高等学校,64.0
4,住吉高等学校,64.0
5,富田林高等学校,64.0
6,大妻嵐山高等学校,64.0
7,大手前高松高等学校,64.0
8,鹿児島市立鹿児島玉龍高等学校,64.0
9,茅ケ崎北陵高等学校,64.0
10,金沢高等学校,64.0
11,大垣東高等学校,64.0
12,岐山高等学校,64.0
13,第一高等学校,64.0
14,太田女子高等学校,64.0
15,光泉カトリック高等学校,64.0
16,国府台女子学院高等部,64.0
17,国府台女子学院高等部,64.0
18,神戸市立葺合高等学校,64.0
19,國學院高等学校,64.0
0,駒込高等学校,64.0
1,駒込高等学校,64.0
2,熊谷西高等学校,64.0
3,和光国際高等学校,64.0
4,さいたま市立大宮北高等学校,64.0
5,栄北高等学校,64.0
6,佐賀清和高等学校,64.0
7,狭山ヶ丘高等学校,64.0
8,米原高等学校,64.0
9,静岡東高等学校,64.0
10,淑徳高等学校,64.0
11,淑徳巣鴨高等学校,64.0
12,順天高等学校,64.0
13,順天高等学校,64.0
14,新田高等学校,64.0
15,清真学園高等学校,64.0
16,聖徳学園高等学校,64.0
17,西南女学院高等学校,64.0
18,京都聖母学院高等学校,64.0
19,青稜高等学校,64.0
0,高崎健康福祉大学高崎高等学校,64.0
1,高崎商科大学附属高等学校,64.0
2,高田高等学校,64.0
3,高水高等学校,64.0
4,千葉敬愛高等学校,64.0
5,柏南高等学校,64.0
6,鎌ヶ谷高等学校,64.0
7,国府台高等学校,64.0
8,佐原高等学校,64.0
9,幕張総合高等学校,64.0
10,智辯学園高等学校,64.0
11,土浦日本大学高等学校,64.0
12,帝塚山学院泉ヶ丘高等学校,64.0
13,東京学館浦安高等学校,64.0
14,北園高等学校,64.0
15,調布北高等学校,64.0
16,日野台高等学校,64.0
17,豊多摩高等学校,64.0
18,東京農業大学第一高等学校,64.0
19,同志社女子高等学校,64.0
0,城東高等学校,64.0
1,城南高等学校,64.0
2,高岡南高等学校,64.0
3,富山東高等学校,64.0
4,酪農学園大学附属とわの森三愛高等学校,64.0
5,長崎東高等学校,64.0
6,諏訪清陵高等学校,64.0
7,松本県ヶ丘高等学校,64.0
8,名古屋高等学校,64.0
9,名古屋市立名東高等学校,64.0
10,新発田高等学校,64.0
11,高田高等学校,64.0
12,長岡高等学校,64.0
13,新潟明訓高等学校,64.0
14,日本大学高等学校,64.0
15,日本大学鶴ヶ丘高等学校,64.0
16,日本大学東北高等学校,64.0
17,白鴎大学足利高等学校,64.0
18,函館白百合学園高等学校,64.0
19,姫路市立姫路高等学校,64.0
0,尼崎稲園高等学校,64.0
1,小野高等学校,64.0
2,北須磨高等学校,64.0
3,御影高等学校,64.0
4,尾道北高等学校,64.0
5,呉三津田高等学校,64.0
6,福山誠之館高等学校,64.0
7,若狭高等学校,64.0
8,鞍手高等学校,64.0
9,新宮高等学校,64.0
10,伝習館高等学校,64.0
11,福岡工業大学附属城東高等学校,64.0
12,福岡雙葉高等学校,64.0
13,福知山成美高等学校,64.0
14,文化学園大学杉並高等学校,64.0
15,文星芸術大学附属高等学校,64.0
16,平安女学院高等学校,64.0
17,宝仙学園高等学校,64.0
18,星野高等学校,64.0
19,星野高等学校,64.0
0,札幌国際情報高等学校,64.0
1,滝川高等学校,64.0
2,函館中部高等学校,64.0
3,前橋育英高等学校,64.0
4,箕面自由学園高等学校,64.0
5,泉館山高等学校,64.0
6,宮崎大宮高等学校,64.0
7,明法高等学校,64.0
8,桃山学院高等学校,64.0
9,長井高等学校,64.0
10,横須賀学院高等学校,64.0
11,米子北斗高等学校,64.0
